Id,SalePrice
2402,2751533.839
2403,7375502.727
2404,4062408.216
2405,4940367.559
2406,2996952.441
2407,2909913.439
2408,6437002.77
2409,3184020.65
2410,4410373.627
2411,2904966.3
2412,2980152.865
2413,3190724.957
2414,3202158.256
2415,4562278.673
2416,3846409.409
2417,2796770.892
2418,2406483.389
2419,3321738.663
2420,3653908.695
2421,2696666.683
2422,3928511.436
2423,151132.306
2424,3549303.664
2425,11181798.278
2426,5409477.644
2427,145799.297
2428,2675735.169
2429,2289206.998
2430,2763274.521
2431,3373248.08
2432,2731669.003
2433,3205545.843
2434,3085483.442
2435,3338408.87
2436,2819071.927
2437,2768999.383
2438,2722480.397
2439,5365357.072
2440,5383004.467
2441,1805846.634
2442,1734437.518
2443,3560682.86
2444,5375524.003
2445,2424154.944
2446,3243241.314
2447,7652088.052
2448,3558350.977
2449,4484756.322
2450,4423461.585
2451,3193924.501
2452,5450630.972
2453,3083165.449
2454,3592810.282
2455,2909820.646
2456,2970976.786
2457,2142707.18
2458,2107207.719
2459,2279569.28
2460,4953797.918
2461,2665360.795
2462,2217397.451
2463,3576994.257
2464,3903866.736
2465,5391748.637
2466,5404797.886
2467,4321262.154
2468,2270065.633
2469,2069208.371
2470,6179213.044
2471,2931843.16
2472,6762944.458
2473,4116464.215
2474,2527897.845
2475,4752934.511
2476,2296698.455
2477,2919612.051
2478,5382232.838
2479,4106502.534
2480,4943497.661
2481,2532261.074
2482,5366162.411
2483,2528438.714
2484,4929671.423
2485,2983048.208
2486,3084122.26
2487,6024483.774
2488,2187870.888
2489,4659113.363
2490,2901491.143
2491,4287845.43
2492,5212707.639
2493,5401542.597
2494,6073433.517
2495,3154302.907
2496,5065243.648
2497,3189572.242
2498,3732963.559
2499,2893315.254
2500,2525524.895
2501,2507542.667
2502,2452830.715
2503,2674311.863
2504,4868433.654
2505,4764301.777
2506,8190906.878
2507,8457668.07
2508,8195170.343
2509,7505730.379
2510,6375641.11
2511,4966600.083
2512,5487315.267
2513,5869158.928
2514,5091984.59
2515,6958013.507
2516,4687203.992
2517,3634096.497
2518,2347865.247
2519,5685286.233
2520,5077796.036
2521,4919435.121
2522,4648590.409
2523,4134897.991
2524,3491144.44
2525,5354611.475
2526,6964297.424
2527,2934303.739
2528,4107500.675
2529,5382456.191
2530,6735882.732
2531,5539772.356
2532,5782923.184
2533,5149197.578
2534,4659835.012
2535,5404054.644
2536,5799469.462
2537,4636351.853
2538,5224340.329
2539,5458965.649
2540,4167564.331
2541,4593859.89
2542,3831786.038
2543,3620814.308
2544,4848901.075
2545,5372032.413
2546,5819231.34
2547,4933135.933
2548,5448147.531
2549,4590052.907
2550,11175973.134
2551,4941077.712
2552,3672980.305
2553,49609.88
2554,98777.264
2555,2062682.555
2556,3305948.519
2557,4895450.852
2558,200359.59
2559,3359035.828
2560,2300227.64
2561,2094211.613
2562,2198246.024
2563,2175169.251
2564,2565810.632
2565,3761985.1
2566,2249741.002
2567,4934249.677
2568,5491848.135
2569,5217632.457
2570,4328710.433
2571,5919898.134
2572,4817094.294
2573,5924925.274
2574,6591854.701
2575,6709722.088
2576,126760.037
2577,155711.01
2578,987911.303
2579,2359639.146
2580,137919.379
2581,6673021.762
2582,2091341.224
2583,4768862.048
2584,4594158.531
2585,6114027.489
2586,5470907.205
2587,4799290.828
2588,3414874.777
2589,4955782.142
2590,4898201.655
2591,4408367.793
2592,4182879.86
2593,4829448.273
2594,4989041.835
2595,4532079.236
2596,6584809.466
2597,5419327.793
2598,4387309.775
2599,8844289.462
2600,9635478.873
2601,4362876.821
2602,2385857.53
2603,2797197.277
2604,75502.666
2605,2686980.571
2606,6325282.866
2607,4985337.599
2608,6327397.13
2609,4997517.98
2610,86019.002
2611,4193765.053
2612,4732860.782
2613,2519785.079
2614,2720801.221
2615,4271462.419
2616,2993648.615
2617,8997330.183
2618,5239661.253
2619,4835765.884
2620,3794109.124
2621,4030978.813
2622,4210805.182
2623,5057744.65
2624,7331434.846
2625,5955411.671
2626,3819221.921
2627,4377416.561
2628,6458313.13
2629,7321927.57
2630,6471106.4
2631,7092656.302
2632,6359489.328
2633,4997123.889
2634,6919373.842
2635,5460201.397
2636,4567549.112
2637,5631077.25
2638,5183336.804
2639,4584517.679
2640,4334197.81
2641,5339575.04
2642,5162517.103
2643,4115675.064
2644,4150630.226
2645,2507415.931
2646,2499009.852
2647,2512051.383
2648,4145437.805
2649,2880185.853
2650,3031075.442
2651,4343281.689
2652,7928925.098
2653,8276554.147
2654,8229666.666
2655,10237499.448
2656,6401504.271
2657,5072926.169
2658,5541600.091
2659,6419950.488
2660,7470839.352
2661,8750429.602
2662,7768059.433
2663,7058602.004
2664,5349553.257
2665,8491484.883
2666,5520197.949
2667,3724777.834
2668,4196465.202
2669,4088096.738
2670,6037422.281
2671,4204063.377
2672,4187836.583
2673,3843440.984
2674,3750474.181
2675,4203434.449
2676,4153992.884
2677,4121438.421
2678,5867987.241
2679,8327752.654
2680,7276659.555
2681,7419237.425
2682,6915305.266
2683,9159182.852
2684,7625434.661
2685,6735224.068
2686,7184825.807
2687,8733063.044
2688,4877389.978
2689,5529168.598
2690,7565275.417
2691,5799121.151
2692,154517.463
2693,5798408.427
2694,144350.043
2695,4416248.32
2696,4292323.356
2697,6461321.976
2698,4416520.493
2699,5129526.638
2700,4582576.317
2701,4463107.65
2702,5807454.669
2703,4944729.864
2704,5383654.605
2705,2937054.689
2706,2776909.383
2707,4518236.044
2708,2922340.082
2709,92361.13
2710,2746382.208
2711,5318991.117
2712,8428454.127
2713,5548351.199
2714,4535180.666
2715,4180899.014
2716,4680738.224
2717,4148143.618
2718,5378352.414
2719,4716036.483
2720,4509997.546
2721,4712047.121
2722,5017970.144
2723,4736714.711
2724,3085534.194
2725,2524473.524
2726,5303432.081
2727,2907913.608
2728,4089994.031
2729,4506249.642
2730,2735869.832
2731,2285067.409
2732,2588018.647
2733,4178640.106
2734,2368798.348
2735,2679997.842
2736,2266107.359
2737,2283521.988
2738,4769182.779
2739,4164738.438
2740,4047600.63
2741,3211238.393
2742,4612165.372
2743,2866875.474
2744,3362109.51
2745,2747927.493
2746,2660484.157
2747,3794205.149
2748,6354021.208
2749,3017742.473
2750,2852130.325
2751,2564892.805
2752,7421617.62
2753,8322125.607
2754,9444643.714
2755,6046766.196
2756,3447869.447
2757,6087252.048
2758,2635832.713
2759,4951868.98
2760,6087900.048
2761,2806601.199
2762,2548302.384
2763,3988522.159
2764,4563634.791
2765,4257566.768
2766,5580695.516
2767,3696966.813
2768,132008.729
2769,2742015.828
2770,4953674.975
2771,3156331.538
2772,93725.326
2773,5894472.331
2774,2336151.804
2775,1591658.279
2776,3797189.626
2777,5413344.907
2778,1935356.168
2779,5384710.242
2780,2669164.15
2781,2049088.654
2782,4892978.06
2783,2067667.498
2784,5358392.076
2785,4242288.997
2786,1896203.354
2787,3604628.323
2788,2321476.344
2789,4127089.167
2790,81556.491
2791,5794387.965
2792,77676.11
2793,2349470.125
2794,2438865.248
2795,1757395.294
2796,2006462.009
2797,5477880.491
2798,3454732.325
2799,3733423.339
2800,83078.059
2801,2923124.592
2802,2748277.232
2803,5443834.647
2804,3720669.563
2805,2449073.682
2806,1730538.206
2807,2393906.241
2808,4942874.389
2809,3175780.126
2810,2722195.988
2811,4822532.787
2812,5751333.499
2813,5504480.005
2814,5541182.849
2815,3012522.664
2816,4981096.65
2817,5375887.304
2818,5357227.738
2819,4299890.853
2820,4721887.844
2821,2061942.319
2822,7410626.781
2823,7930512.224
2824,4994688.314
2825,5318826.464
2826,2764380.157
2827,2930456.299
2828,4881673.765
2829,8590876.705
2830,7977478.598
2831,5963190.652
2832,4741408.812
2833,7153563.349
2834,6047244.726
2835,5490597.406
2836,5770252.159
2837,4929101.941
2838,4344952.124
2839,4493612.794
2840,5593743.926
2841,4905932.16
2842,5578640.21
2843,3043098.736
2844,6269764.794
2845,2800151.408
2846,5607580.146
2847,5033757.224
2848,4021501.247
2849,5032711.976
2850,6161106.197
2851,4494489.018
2852,5297401.975
2853,5789828.721
2854,3984487.08
2855,5171194.906
2856,5495529.854
2857,5413369.562
2858,4783927.527
2859,4935911.234
2860,123061.216
2861,3430148.409
2862,5821640.929
2863,130118.786
2864,4843658.471
2865,4924805.034
2866,3663462.108
2867,2540304.727
2868,4974000.035
2869,2751389.749
2870,5683185.941
2871,95499.381
2872,1982329.0
2873,2609967.489
2874,2342319.885
2875,4144084.772
2876,3001831.116
2877,2099690.082
2878,2798672.182
2879,2307684.103
2880,2338771.27
2881,3032975.997
2882,3909370.6
2883,4291396.726
2884,5451730.129
2885,3487098.881
2886,3318058.98
2887,2071151.282
2888,4745811.635
2889,84287.236
2890,2520163.249
2891,3652681.007
2892,28447.177
2893,138251.195
2894,74722.976
2895,4806996.657
2896,5060548.969
2897,5446190.276
2898,5797216.833
2899,4701055.845
2900,4943494.254
2901,4932437.182
2902,4489104.435
2903,6801912.852
2904,6526359.66
2905,2530970.462
2906,7337878.776
2907,3187190.507
2908,2731234.648
2909,8634341.167
2910,58518.03
2911,2387337.235
2912,3205279.297
2913,2683055.025
2914,67241.726
2915,68675.243
2916,2683463.277
2917,5384924.426
2918,100951.441
2919,6146383.799
